,tconst,primaryTitle,startYear,genres,directors,cast,averageRating,numVotes,main_dir,dirname
178413,tt11928520,Sonic Rebuilt,2020,"Animation,Comedy",nm4425060,"['nm0081644', 'nm1198568', 'nm0132285', 'nm3535133', 'nm4425060']",7.8,49,nm4425060,Grant Duffrin
176232,tt11652546,Maya,2020,"Fantasy,Mystery,Sci-Fi",nm11286680,"['nm11286678', 'nm11292754', 'nm11286677', 'nm11292753', 'nm3192188']",6.9,47,nm11286680,Roberto Madda
134152,tt0363910,The Princess and the Dwarf,1989,"Family,Fantasy",nm4387634,"['nm0217935', 'nm0111846', 'nm0001116', 'nm0001123', 'nm0293466']",5.3,48,nm4387634,Mary Grace-Phelan
65950,tt0110428,The Madness of King George,1994,"Biography,Comedy,Drama",nm0405336,"['nm0001329', 'nm0000545', 'nm0001291', 'nm0000372', 'nm0192754']",7.2,18717,nm0405336,Nicholas Hytner
203659,tt15250998,Ankahi Kahaniya,2021,"Drama,Romance","nm1322477,nm1062080,nm6436658","['nm4045010', 'nm10679153', 'nm2365760', 'nm4357061', 'nm4200637']",5.6,1028,nm1322477,Abhishek Chaubey
202884,tt15161498,Meltdown: A Nuclear Family's Ascension into Madness,2023,"Horror,Thriller",nm7831362,"['nm3438248', 'nm4879420', 'nm1554610', 'nm9140989', 'nm10494298']",7.6,16,nm7831362,Colton Van Til
266324,tt3551646,Strange Calls,2015,Comedy,nm0934864,"['nm1669772', 'nm0827663', 'nm1935292', 'nm2209821', 'nm0310240']",8.1,103,nm0934864,Jason Winer
78211,tt0139249,The Kid from Chaaba,1997,"Comedy,Drama",nm0749439,"['nm0624391', 'nm0315484', 'nm0481393', 'nm0098814', 'nm0257856']",6.8,178,nm0749439,Christophe Ruggia
153641,tt0493076,Nina,2016,"Biography,Drama,Music",nm0607725,"['nm0757855', 'nm0654648', 'nm0541039', 'nm0349749', 'nm0403096']",5.4,3094,nm0607725,Cynthia Mort
105026,tt0238282,Horizon,1967,"Drama,War",nm0745603,"['nm0674742', 'nm0617736', 'nm0201833', 'nm0617585', 'nm0110274']",6.2,46,nm0745603,Jacques Rouffio
130813,tt0347474,Where Is Madame Catherine?,2003,"Comedy,Drama",nm0714437,"['nm0545103', 'nm0513679', 'nm0332709', 'nm0635330', 'nm2254374']",4.6,174,nm0714437,Marc Recha
142025,tt0411227,The Family of Chimps,1984,Documentary,nm0351842,['nm0351842'],7.8,89,nm0351842,Bert Haanstra
39452,tt0071226,Black Samson,1974,"Action,Drama",nm0047094,"['nm0850485', 'nm0810342', 'nm0834359', 'nm0817511', 'nm0668402']",6.0,649,nm0047094,Charles Bail
151238,tt0475259,Eden Court,2008,Comedy,nm2020184,"['nm0502073', 'nm0931090', 'nm0918633', 'nm1326880', 'nm0201436']",6.8,46,nm2020184,Paul Leuer
52179,tt0089273,Hierro dulce,1985,Comedy,nm3169111,"['nm0349427', 'nm0840772', 'nm0130933', 'nm0304747', 'nm0162223']",5.1,11,nm3169111,Francisco Rodríguez Fernández
214638,tt1727775,Bitmeyen Sevda,1986,"Drama,Romance",nm0258845,"['nm0033324', 'nm0876706', 'nm0408366', 'nm0033325', 'nm1758975']",4.5,25,nm0258845,Kaya Ererez
42118,tt0074939,Musikfilmen,1976,"Documentary,Music","nm0325921,nm0406879,nm0418724,nm0511951,nm0540245,nm0517847","['nm0027631', 'nm0074021', 'nm0088946', 'nm0126985', 'nm1485099']",7.4,14,nm0325921,Tommy Goldman
168770,tt1070339,Holunderblüte,2007,Documentary,nm0462899,"['nm0352219', 'nm0462899']",7.6,42,nm0462899,Volker Koepp
308803,tt8220332,My Best Friend's Wedding,2019,Comedy,nm1381358,"['nm0785452', 'nm4380565', 'nm0243192', 'nm1775614', 'nm7972500']",4.3,681,nm1381358,Celso R. García
155779,tt0790670,Geisterstunde,2006,"Drama,Horror",nm1188778,"['nm1517736', 'nm1640317', 'nm1047185', 'nm1860446', 'nm2216281']",7.2,22,nm1188778,Tanja Brzakovic
120568,tt0296587,Feathers in My Head,2003,"Drama,Mystery",nm0211934,"['nm1102785', 'nm0719220', 'nm1443220', 'nm1441205', 'nm0256472']",6.3,196,nm0211934,Thomas De Thier
39003,tt0070559,Line Up and Lay Down,1973,Comedy,nm0205844,"['nm0309479', 'nm0419998', 'nm0508826', 'nm0519427', 'nm0899821']",5.4,95,nm0205844,Jean-François Davy
107363,tt0247731,The Pike in a Fish Pond,1951,Comedy,nm0147677,"['nm0901297', 'nm0670460', 'nm1050689', 'nm1779342', 'nm1779098']",4.1,12,nm0147677,Vladimír Cech
234009,tt2223372,The Face of a Revolution,2012,Documentary,nm5118104,"['nm1062015', 'nm5117581', 'nm1422943', 'nm5117988', 'nm5498192']",8.3,27,nm5118104,Vladimir Milovanovic
264576,tt3419126,Echo in the Mountains,1959,Drama,nm0538632,"['nm0383026', 'nm0411770', 'nm1235277', 'nm1141723', 'nm0645385']",6.1,22,nm0538632,Masahiro Makino
114271,tt0272583,Disoriented,1997,"Comedy,Drama",nm0019721,"['nm0019721', 'nm0704243', 'nm0542456', 'nm0327716', 'nm0847139']",8.2,16,nm0019721,Francisco Aliwalas
10761,tt0030903,Two Gun Justice,1938,"Drama,Western",nm0416258,"['nm0003706', 'nm0173993', 'nm0581611', 'nm0054060', 'nm0151420']",6.5,31,nm0416258,Alan James
32475,tt0061537,The Red and the White,1967,"Drama,War",nm0417352,"['nm0586651', 'nm0440397', 'nm0465450', 'nm0042844', 'nm0469048']",7.5,4029,nm0417352,Miklós Jancsó
52406,tt0089568,Max Headroom,1985,"Comedy,Drama,Sci-Fi","nm0417708,nm0608084","['nm0001242', 'nm0333380', 'nm0863873', 'nm0792003', 'nm0005301']",7.1,2321,nm0417708,Annabel Jankel
182789,tt1259755,Boond,2001,"Action,Crime,Drama",nm2975489,"['nm3069193', 'nm1028114', 'nm0083238', 'nm0197582', 'nm2102682']",5.2,14,nm2975489,Inayat Mahshar
47754,tt0082788,México 2000,1983,"Comedy,Fantasy,Sci-Fi",nm0327950,"['nm0758346', 'nm0496115', 'nm0327942', 'nm0013514', 'nm0348810']",6.8,103,nm0327950,Rogelio A. González
209627,tt1614979,My Wedding and Other Secrets,2011,"Comedy,Drama,Romance",nm1755396,"['nm0029391', 'nm3376527', 'nm0054917', 'nm0155607', 'nm0256263']",6.1,315,nm1755396,Roseanne Liang
268578,tt3726330,A Small Town Called Descent,2010,"Action,Crime,Drama",nm2745760,"['nm0475100', 'nm0118452', 'nm1441167', 'nm0596350', 'nm1566163']",6.0,15,nm2745760,Jahmil X.T. Qubeka
78197,tt0139215,Flight,1997,Drama,nm0683478,"['nm0031689', 'nm0315792', 'nm0438500', 'nm0448805', 'nm0451319']",7.3,26,nm0683478,Alex Pillai
76923,tt0135221,Coffee & Cream,1984,"Adult,Drama",nm0312911,"['nm0042544', 'nm0047323', 'nm0421226', 'nm0730962', 'nm0005382']",4.9,15,nm0312911,Jack Genero
274955,tt4321328,Nagaram,2010,Action,nm1326535,"['nm0883014', 'nm2967328', 'nm1326535', 'nm4820944', 'nm10009909']",5.1,85,nm1326535,Sundar C.
242355,tt24727398,Mr. Kalyan,2023,"Drama,Romance","nm14358848,nm14590521","['nm5964931', 'nm3648279', 'nm5159260', 'nm11072913', 'nm14358850']",6.5,2102,nm14358848,Pandu
228354,tt21030240,Live Escape,2022,Horror,nm5619726,"['nm10937506', 'nm5619726', 'nm12022759', 'nm12022760', 'nm13889861']",2.5,137,nm5619726,Joe Lujan
180621,tt1227788,Permainan bulan desember,1980,\N,nm2506646,"['nm0551665', 'nm0840515', 'nm2665952', 'nm0008739', 'nm0831685']",7.2,120,nm2506646,Nico Pelamonia
269733,tt3825674,Spirit Berlin,2014,"Adventure,Documentary,Romance",nm5550353,"['nm3828348', 'nm2324095']",5.3,19,nm5550353,Kordula Hildebrandt
283328,tt5168724,Fifth Hollar,2015,Horror,"nm7428837,nm7701438","['nm3009275', 'nm6440217', 'nm8179940', 'nm7463707', 'nm9233778']",8.8,15,nm7428837,Jannell Lewis
208468,tt1590285,Blood of the Samurai 2,2007,Action,nm1115646,"['nm0051499', 'nm1113422', 'nm1113982', 'nm1114012', 'nm1572093']",3.3,13,nm1115646,Aaron Yamasato
109315,tt0255115,Proceedings,1976,"Adventure,Drama",nm0857550,"['nm0786958', 'nm0542372', 'nm2529553', 'nm2531386', 'nm1164450']",5.9,13,nm0857550,Dimos Theos
156084,tt0796975,Filmando: Batalla en el cielo,2004,Documentary,"nm1940826,nm1286336","['nm1847638', 'nm1344021', 'nm2255016', 'nm1222038', 'nm1492431']",4.7,187,nm1940826,Adrian Arce
223574,tt19715754,Ey Yunus,2017,Documentary,nm10194309,"['nm10194309', 'nm13577639', 'nm13577641', 'nm13577640']",9.0,11,nm10194309,Ali Necati Kumcuoglu
168082,tt10623524,Chal Mera Putt,2019,"Comedy,Drama",nm7569493,"['nm3760302', 'nm8324884', 'nm2534665', 'nm7299325', 'nm3544533']",7.5,3057,nm7569493,Janjot Singh
315101,tt9249296,PK Lele a Salesman,2018,"Comedy,Romance",nm7224015,"['nm7224015', 'nm2240044', 'nm4480587', 'nm2610427', 'nm11514857']",5.9,14,nm7224015,Manav Sohal
173986,tt11354970,Rainy in Glenageary,2019,Drama,nm0428166,['nm1340688'],10.0,10,nm0428166,Graham Jones
108452,tt0252111,Zhenskiye radosti i pechali,1982,"Drama,War",nm0161604,"['nm0806090', 'nm0897250', 'nm0951011', 'nm0463960', 'nm0646245']",6.0,11,nm0161604,Yuriy Chernyy
6109,tt0023509,A Tremendously Rich Man,1932,Comedy,nm0782804,"['nm0092290', 'nm0351930', 'nm0762277', 'nm0769438', 'nm0112466']",6.6,21,nm0782804,Steve Sekely
131132,tt0349047,(T)Raumschiff Surprise - Periode 1,2004,"Comedy,Sci-Fi",nm0378660,"['nm0378660', 'nm0442622', 'nm0870780', 'nm0459693', 'nm0001709']",5.5,17001,nm0378660,Michael Herbig
139773,tt0395708,Piknik,1967,\N,"nm0810523,nm0845417","['nm0761883', 'nm0405413', 'nm0484968', 'nm0532714', 'nm0814162']",5.9,13,nm0810523,Ladislav Smocek
81863,tt0155507,Aravam,1980,"Comedy,Drama,Romance",nm0080245,"['nm0046850', 'nm0893449', 'nm0695193', 'nm0693092', 'nm0417314']",6.0,23,nm0080245,Bharathan
17373,tt0040409,Gun Smugglers,1948,"Drama,Western",nm0567757,"['nm0392529', 'nm0552955', 'nm0405054', 'nm0336633', 'nm0403636']",5.9,175,nm0567757,Frank McDonald
225009,tt2008534,Hong Gil-dong 2084,2011,"Adventure,Animation",nm15174472,"['nm2555989', 'nm3746219', 'nm1675167', 'nm1867989']",4.8,18,nm15174472,Lee Jeong-in
238029,tt2332831,The Last Will and Testament of Rosalind Leigh,2012,"Horror,Mystery,Thriller",nm1473037,"['nm0690803', 'nm0000603', 'nm0724995', 'nm0570819', 'nm0838000']",5.1,4669,nm1473037,Rodrigo Gudiño
235533,tt2262788,Mulberry Stains,2015,"Drama,Thriller",nm0897799,"['nm2459634', 'nm3137804', 'nm0000725', 'nm2326120', 'nm1798715']",4.8,156,nm0897799,Tony Villalobos
179383,tt1207787,Willst Du nicht das Lämmlein hüten?,1967,Comedy,nm0928674,"['nm0880569', 'nm0030585', 'nm0679984', 'nm0093180', 'nm0294499']",9.4,20,nm0928674,Georg Wildhagen
315942,tt9421456,You Came Back,2020,"Drama,Thriller",nm0603299,"['nm0009629', 'nm0000420', 'nm0763022', 'nm1396004', 'nm1179321']",5.7,294,nm0603299,Stefano Mordini
307301,tt7985654,Little Heroes,2017,"Action,Adventure,Comedy",nm2213152,"['nm5978516', 'nm4923373', 'nm2718346', 'nm2114785', 'nm2552252']",4.7,58,nm2213152,Hosein Ghena'at
296892,tt6543416,Five by Four,2003,Drama,nm8788533,"['nm2529546', 'nm4801426', 'nm4583987']",7.0,10,nm8788533,Roopa Swaminathan
196712,tt14338944,Tales from the Neverending Story: The Gift of the Name,2002,Fantasy,nm0004597,"['nm0719321', 'nm0405281', 'nm0761073', 'nm0123681', 'nm0242803']",5.1,17,nm0004597,Adam Weissman
159529,tt0879223,Unthinkable,2007,"Action,Crime,Drama",nm0915394,"['nm0000405', 'nm0337053', 'nm0371787', 'nm1137028', 'nm0335073']",4.8,272,nm0915394,Keoni Waxman
111406,tt0261993,Shri Krishna Leelalu,1935,"Drama,Family,Musical",nm0710539,"['nm0300860', 'nm0708038', 'nm0710603', 'nm0820164', 'nm0766466']",6.7,12,nm0710539,Chitrapu Narasimha Rao
73074,tt0123002,Bruin goud,1994,Drama,nm0786296,"['nm0208880', 'nm0211938', 'nm0004173', 'nm0312064', 'nm16506005']",8.8,10,nm0786296,Jonne Severijn
25198,tt0051604,The Tiger Attacks,1959,"Crime,Drama","nm0479720,nm0767110","['nm0893341', 'nm0086112', 'nm0291289', 'nm0154317', 'nm0016054']",6.6,312,nm0479720,Maurice Labro
142208,tt0413051,No Longer My Twin,2002,Mystery,nm1349998,"['nm1382753', 'nm1349998', 'nm1696209', 'nm0627614', 'nm1351387']",1.5,52,nm1349998,Robert G. Christie
24842,tt0051083,Time Limit,1957,"Drama,War",nm0001500,"['nm0001847', 'nm0000865', 'nm0584335', 'nm0001478', 'nm0717203']",7.3,1303,nm0001500,Karl Malden
14035,tt0035648,Around the World,1943,"Comedy,Musical",nm0245385,"['nm0477517', 'nm0041681', 'nm0204843', 'nm0570253', 'nm0114878']",5.6,244,nm0245385,Allan Dwan
31841,tt0060565,Johnny Tiger,1966,Drama,nm0920862,"['nm0001791', 'nm0111997', 'nm0263496', 'nm0778906', 'nm0492908']",6.9,82,nm0920862,Paul Wendkos
74495,tt0126576,Cave Women,1979,"Adult,Sci-Fi",nm0369749,"['nm0369749', 'nm0500198', 'nm2610183', 'nm0364481', 'nm0492765']",4.9,67,nm0369749,Annette Haven
195675,tt14213790,Altun Paltun,2021,Comedy,nm8968237,"['nm1333017', 'nm7335270', 'nm9139671', 'nm6219447', 'nm5692040']",6.7,12,nm8968237,Sandeep Naware
247337,tt2709070,A Long Story,2013,Drama,nm0887548,"['nm0858247', 'nm5522269', 'nm1145290', 'nm1621287', 'nm0890632']",6.7,114,nm0887548,Jorien van Nes
174649,tt1143141,William Shatner's Gonzo Ballet,2009,Documentary,"nm2739980,nm2055028,nm0493567,nm1387582","['nm0000638', 'nm1072886', 'nm0764658', 'nm0738433', 'nm2847037']",7.7,105,nm2739980,Patrick Buckley
281196,tt4971484,New Initial D the Movie: Legend 2 - Racer,2015,"Animation,Sport","nm6327014,nm0383020","['nm1215197', 'nm9758438', 'nm0132285', 'nm10480298', 'nm7732549']",7.3,372,nm6327014,Tomohito Naka
261323,tt32365122,Last Breath,2024,Drama,nm0002020,"['nm0007814', 'nm13698378', 'nm0094724', 'nm0134618', 'nm8140310']",6.9,27,nm0002020,Costa-Gavras
67519,tt0113230,Diary of a Serial Killer,1995,"Crime,Horror",nm0151060,"['nm0150987', 'nm0156472', 'nm0387322', 'nm0387329', 'nm1267425']",5.6,172,nm0151060,Otto Chan
311772,tt8705434,The Workshop,2018,Drama,nm9291132,"['nm0616391', 'nm3593763', 'nm1717005', 'nm1476763', 'nm1855459']",4.8,13,nm9291132,Jose Tomas Videla
315810,tt9389924,Rainbow's Sunset,2018,"Drama,Family",nm0482774,"['nm0305182', 'nm0739418', 'nm0531073', 'nm0190217', 'nm1200739']",7.3,71,nm0482774,Joel Lamangan
315838,tt9392618,Willow,2019,Drama,nm0541391,"['nm7794816', 'nm4531743', 'nm2961216', 'nm2919997', 'nm10019801']",7.2,1057,nm0541391,Milcho Manchevski
284547,tt5282238,10,2015,Thriller,nm6207118,"['nm7800622', 'nm5006702', 'nm7050508', 'nm6207121', 'nm7908001']",6.8,20,nm6207118,Jeff Morris
127034,tt0326791,Camp Utopia,2002,Horror,nm0534831,"['nm1212186', 'nm1214628', 'nm1214835', 'nm1147477', 'nm1214282']",3.1,155,nm0534831,Robert Madero
220601,tt1872054,Entherance Online,2006,Fantasy,nm1635619,"['nm1667114', 'nm4390602', 'nm1693969', 'nm4391318', 'nm4390554']",6.8,16,nm1635619,Michael Ray Fox
143564,tt0421057,The Exonerated,2005,Drama,nm0000837,"['nm0001133', 'nm0000418', 'nm0005148', 'nm0001644', 'nm0000215']",6.6,471,nm0000837,Bob Balaban
285987,tt5457582,Motel Mist,2016,"Sci-Fi,Thriller",nm1429771,"['nm7920812', 'nm7920813', 'nm7920815', 'nm6694698', 'nm7920814']",4.8,185,nm1429771,Prabda Yoon
50699,tt0087068,Code Name: Wild Geese,1984,Action,nm0546672,"['nm0172484', 'nm0001812', 'nm0000308', 'nm0001428', 'nm0499718']",5.1,1131,nm0546672,Antonio Margheriti
153167,tt0489569,Touch,2005,"Drama,Romance,Sport",nm0409459,"['nm0619178', 'nm1833451', 'nm2103101', 'nm0029330', 'nm0297149']",6.4,766,nm0409459,Isshin Inudô
281887,tt5042340,The Mystery of Snow Queen,2015,Fantasy,nm0094081,"['nm2020858', 'nm6238446', 'nm5893455', 'nm7077050', 'nm0548686']",5.1,63,nm0094081,Natalya Bondarchuk
221600,tt1907686,Heroes Crossing,2010,Adventure,nm0141443,"['nm4428725', 'nm4427014', 'nm4442367', 'nm4417961', 'nm4436158']",8.7,47,nm0141443,Adom Carter
84461,tt0165082,The Conquest,1965,"Drama,History",nm0793881,"['nm0652961', 'nm0457219', 'nm0654712', 'nm0454087', 'nm0881303']",7.2,113,nm0793881,Kaneto Shindô
265802,tt3512066,The Possibilities Are Endless,2014,"Biography,Documentary,Music","nm5061624,nm5061089","['nm7652307', 'nm7652308', 'nm7652309', 'nm7652310', 'nm7652311']",6.5,382,nm5061624,James Hall
236767,tt2299248,Killing Lincoln,2013,"Biography,Drama,History",nm0594949,"['nm1625868', 'nm0001004', 'nm1423882', 'nm0400625', 'nm0065320']",6.7,2411,nm0594949,Adrian Moat
304694,tt7612268,Storm Cell,2024,Drama,nm5203800,"['nm9324277', 'nm5192551', 'nm4673595', 'nm9423625', 'nm6070688']",3.6,19,nm5203800,Horatio Tihanyi
37411,tt0068420,...And Hope to Die,1972,"Crime,Drama",nm0167496,"['nm0004462', 'nm0752813', 'nm0557159', 'nm0712731', 'nm0310481']",6.7,893,nm0167496,René Clément
218822,tt1830710,Marthe Richard,2011,"Biography,Drama,History",nm0083015,"['nm0194662', 'nm0320481', 'nm3563357', 'nm0075517', 'nm0099302']",6.9,19,nm0083015,Thierry Binisti
116279,tt0279691,Bir Demet Menekse,1973,"Drama,Romance",nm0006703,"['nm0862605', 'nm0816430', 'nm0067974', 'nm0848921', 'nm0475648']",6.7,220,nm0006703,Zeki Ökten
67420,tt0113071,First Knight,1995,"Action,Adventure,Drama",nm0958387,"['nm0000125', 'nm0000152', 'nm0000566', 'nm0002027', 'nm0192377']",6.0,79708,nm0958387,Jerry Zucker
285995,tt5458088,Kammatti Paadam,2016,"Action,Drama",nm1056059,"['nm4921260', 'nm2035937', 'nm8166765', 'nm8223790', 'nm8166767']",8.0,5086,nm1056059,Rajeev Ravi
234957,tt2248661,A Play Entitled Sehnsucht,2012,Mystery,nm4907896,"['nm3901892', 'nm4908587', 'nm4908658', 'nm4908381', 'nm4176264']",8.6,31,nm4907896,Badran Roy Badran
251428,tt28355655,Hand in Hand,2023,"Drama,Romance",nm1904467,"['nm11901334', 'nm15793299', 'nm12319123', 'nm15793298', 'nm6331906']",6.8,21,nm1904467,Michio Koshikawa
158136,tt0835852,Sexual Revenge,2004,Drama,nm1881907,"['nm1282936', 'nm0665856', 'nm0471400', 'nm1954723', 'nm1880511']",4.6,18,nm1881907,Rex Ryder
143804,tt0423026,R.A.F.,1935,Documentary,"nm1699665,nm13038736",['nm12329493'],7.2,49,nm1699665,John Betts
170459,tt1092002,Kiss of Life,2007,"Comedy,Romance",nm0953216,"['nm1166138', 'nm1055963', 'nm1472565', 'nm2640405', 'nm1021219']",5.3,1166,nm0953216,Nikos Zapatinas
217519,tt1802807,No. 89 Shimen Road,2010,Drama,nm4238057,"['nm4238561', 'nm4238041', 'nm4238523', 'nm4238582', 'nm4238296']",6.8,63,nm4238057,Haolun Shu
20234,tt0044626,Folly to Be Wise,1952,"Comedy,Drama",nm0490950,"['nm0799237', 'nm0019922', 'nm0191745', 'nm0330101', 'nm0402558']",6.1,370,nm0490950,Frank Launder
305888,tt7776060,The Saint of the Impossible,2020,Drama,nm1267403,"['nm13570675', 'nm2049635', 'nm6181814', 'nm6893921', 'nm2008680']",7.0,97,nm1267403,Marc Raymond Wilkins
165125,tt10277744,Mai Ghat: Crime No 103/2005,2019,"Biography,Crime",nm0536705,"['nm3794056', 'nm6438839', 'nm7491938']",7.4,8,nm0536705,Ananth Mahadevan
132313,tt0354905,Sehvet uçurumu,1959,Drama,nm0351641,"['nm0043711', 'nm0463803', 'nm0654710', 'nm1090058', 'nm7848952']",5.5,13,nm0351641,Muharrem Gürses
55591,tt0094138,Three O'Clock High,1987,Comedy,nm0423333,"['nm0797150', 'nm0752414', 'nm0879186', 'nm0322778', 'nm0936368']",7.1,13476,nm0423333,Phil Joanou
114857,tt0274792,Sattam En Kaiyil,1978,Drama,nm1773564,"['nm0352032', 'nm0820266', 'nm1125166', 'nm1314762', 'nm3098212']",6.9,61,nm1773564,T.N. Balu
274336,tt4263956,Gecä qatarinda qätl,1990,"Action,Crime,Drama",nm0538535,"['nm0541250', 'nm0876833', 'nm2690413', 'nm6963078', 'nm3244272']",7.2,39,nm0538535,Abdül Mahmudov
268167,tt3697828,Undertaking Red,2015,"Comedy,Crime,Drama",nm3794912,"['nm7471933', 'nm6546391', 'nm7405081', 'nm7485422', 'nm6546393']",2.6,34,nm3794912,Garrett M. Ryan
250159,tt27930788,Sayehaye Sabz,2022,\N,nm0440495,"['nm8843642', 'nm14915287', 'nm2465620', 'nm16398149', 'nm2698488']",2.0,11,nm0440495,Hossein Ghasemi Jami
232186,tt21862890,Romantik Problematik,2022,Drama,nm3308430,"['nm11175429', 'nm9211579', 'nm15859559', 'nm13472201', 'nm13534062']",5.4,21,nm3308430,B.W. Purba Negara
285266,tt5344794,Sniper: Special Ops,2016,"Action,Thriller,War",nm0676248,"['nm0000219', 'nm0885942', 'nm0008543', 'nm1006439', 'nm1731694']",3.0,3636,nm0676248,Fred Olen Ray
232425,tt2190261,Er Bermoq - Jon Bermoq,2011,"Comedy,Romance",nm4859767,"['nm4814967', 'nm4860465', 'nm4470621', 'nm4859634', 'nm4860014']",6.5,16,nm4859767,Rustam Sadiev
268023,tt3685756,The Ninja War of Torakage,2014,Action,nm1883583,"['nm0353201', 'nm5410706', 'nm6231616', 'nm6969058', 'nm2266683']",5.2,198,nm1883583,Yoshihiro Nishimura
192649,tt13820270,My Darling,2021,Drama,nm12221456,"['nm8116350', 'nm15183759', 'nm7168412', 'nm10041895', 'nm12221458']",4.9,179,nm12221456,Arpa Khan
296263,tt6464678,Housewife,2017,"Horror,Thriller",nm3159880,"['nm1936081', 'nm5400256', 'nm2077159', 'nm5400528', 'nm1092628']",4.8,1753,nm3159880,Can Evrenol
20776,tt0045354,"¡Che, qué loco!",1953,Comedy,nm0868315,"['nm0407141', 'nm0671774', 'nm0605036', 'nm0410756', 'nm0273244']",5.6,12,nm0868315,Ramón Torrado
313519,tt8998598,Kill Giggles,2020,"Horror,Thriller",nm3178797,"['nm0741378', 'nm0920460', 'nm0640621', 'nm3748536', 'nm1478411']",5.4,50,nm3178797,Jaysen P. Buterin
116514,tt0280483,Bionik Ali Futbolcu,1978,Comedy,nm0040220,"['nm0015142', 'nm0219251', 'nm0351636', 'nm0333117', 'nm0477835']",4.4,57,nm0040220,Yilmaz Atadeniz
181984,tt1245746,Young and Tempting,2006,"Drama,Thriller",nm3043318,"['nm1039485', 'nm0528841', 'nm1085767', 'nm0918021', 'nm2346479']",6.4,36,nm3043318,Smokey Hamburg
148913,tt0457279,Are You Ready for Love?,2006,Comedy,nm1219793,"['nm0104787', 'nm0126170', 'nm0638762', 'nm0700577', 'nm0956748']",4.4,161,nm1219793,Helen Grace
137649,tt0382108,Ja gore!,1968,Comedy,nm0538105,"['nm0877010', 'nm0749060', 'nm0913625', 'nm0359449', 'nm0432374']",7.0,112,nm0538105,Janusz Majewski
39626,tt0071448,Dunderklumpen!,1974,"Adventure,Animation,Family",nm0959746,"['nm0084917', 'nm0785290', 'nm0252473', 'nm0857957', 'nm0835579']",6.9,1871,nm0959746,Per Åhlin
43576,tt0076939,The Invincible Armour,1977,"Action,Drama",nm0628838,"['nm0514956', 'nm0399007', 'nm0519729', 'nm2960385', 'nm1596792']",7.0,1116,nm0628838,See-Yuen Ng
54906,tt0093229,"Yes, Madam!",1985,"Action,Comedy,Crime",nm0477035,"['nm0000706', 'nm0001686', 'nm0762632', 'nm0388367', 'nm0007139']",6.7,3140,nm0477035,Corey Yuen
213086,tt1692831,Aarohan,2010,Family,nm3992531,"['nm0784292', 'nm5010683', 'nm0154164']",6.9,18,nm3992531,Pinaki Chaudhuri
55901,tt0094748,Biri ve Digerleri,1988,Drama,nm0059633,"['nm0035250', 'nm1059107', 'nm8658862', 'nm1007787', 'nm0408366']",6.8,163,nm0059633,Tunç Basaran
65397,tt0109597,Right Here Waiting,1994,Drama,nm0369130,"['nm0948112', 'nm0628731', 'nm0271787', 'nm0939281', 'nm0943099']",5.4,27,nm0369130,John Hau
