,tconst,primaryTitle,startYear,genres,directors,cast,averageRating,numVotes,main_dir,dirname
162432,tt0981278,Dumbo 4,2007,\N,nm1902067,"['nm2589335', 'nm2591567', 'nm2585385', 'nm1900019', 'nm2278369']",8.3,13,nm1902067,Rocío Fernándes
220735,tt1876252,Bacalar,2011,Adventure,nm1584093,"['nm2953704', 'nm4393851', 'nm0148331', 'nm1138862', 'nm0064086']",6.1,67,nm1584093,Patricia Arriaga-Jordán
276566,tt4500956,Fake,2015,Comedy,nm5717228,"['nm0191747', 'nm0472772', 'nm4427808', 'nm3392177', 'nm0614319']",8.4,15,nm5717228,Jacopo Manfren
291886,tt6025626,A Way Back to Mother,2016,Drama,nm7511697,"['nm10308909', 'nm8456965', 'nm5689101', 'nm8748783', 'nm0600692']",5.5,22,nm7511697,Soo Sung Lee
44036,tt0077672,Bluebeard's Castle,1963,"Drama,Musical",nm0003836,"['nm1112916', 'nm0766351']",7.3,209,nm0003836,Michael Powell
166339,tt1042247,Big Bird's Birthday or Let Me Eat Cake,1991,"Comedy,Family,Music","nm0831968,nm1016686,nm0820121","['nm4202538', 'nm0033841', 'nm0042403', 'nm0058772', 'nm4108231']",7.2,43,nm0831968,Jon Stone
131907,tt0353283,Champakkulam Thachan,1992,"Comedy,Drama,Mystery",nm0436382,"['nm0613512', 'nm0898913', 'nm0708095', 'nm0534867', 'nm0433887']",5.9,63,nm0436382,Kamal
274977,tt4323568,Shot,2017,Drama,nm0434571,"['nm0001864', 'nm0495095', 'nm7449863', 'nm0075359', 'nm0005006']",5.5,355,nm0434571,Jeremy Kagan
172880,tt11216782,Lockup,2020,Drama,nm11100421,"['nm3163817', 'nm1862815', 'nm4224187', 'nm0710545', 'nm6504384']",6.4,435,nm11100421,S.G. Charles
53786,tt0091563,Moy lyubimyy kloun,1987,"Drama,Romance",nm0476301,"['nm0579823', 'nm0407959', 'nm0879222', 'nm0230507', 'nm0756956']",6.8,197,nm0476301,Yuriy Kushneryov
272351,tt4074114,Girls,2014,"Comedy,Romance",nm1205568,"['nm2442121', 'nm4339355', 'nm1894038', 'nm1205568', 'nm0161308']",5.0,420,nm1205568,Barbara Wong Chun-Chun
263479,tt3334746,Escaping the Dead,2017,Horror,nm6078996,"['nm6078997', 'nm1330023', 'nm7316761', 'nm7098086', 'nm0272232']",5.4,74,nm6078996,Martin Sonntag
179125,tt12045028,Nympho: The Lust Story,2020,"Drama,Romance,Thriller",nm6320183,"['nm11455095', 'nm6562183', 'nm10930002', 'nm11455096', 'nm6320183']",5.3,57,nm6320183,Kumaar Aadarsh
28906,tt0056520,We'll Meet Tonight,1962,"Comedy,Music,Romance",nm0134898,"['nm0191306', 'nm0643850', 'nm0125582', 'nm0698733', 'nm0092496']",5.2,24,nm0134898,Frantisek Cáp
220172,tt1860371,Zatoichi vs the White Wolf,1972,Action,nm2966273,"['nm0161150', 'nm3055510']",6.5,10,nm2966273,Ying Lee
193204,tt1389471,Délires sexuels,1980,Adult,nm0668201,"['nm0602167', 'nm1328955', 'nm0687596', 'nm4352338', 'nm0873945']",5.4,13,nm0668201,Alain Payet
62329,tt0104473,IP5: The Island of Pachyderms,1992,"Adventure,Crime,Drama",nm0000894,"['nm0598971', 'nm0553648', 'nm0758519', 'nm0656768', 'nm0719144']",6.3,775,nm0000894,Jean-Jacques Beineix
275890,tt4427716,Missione Grado,2016,"Documentary,War",nm7107388,['nm7107385'],5.0,11,nm7107388,Carlo Christian Spano
105740,tt0241710,Mazurka der Liebe,1957,\N,nm0618170,"['nm0287195', 'nm0304927', 'nm1101870', 'nm0562229', 'nm0473300']",6.5,13,nm0618170,Hans Müller
302612,tt7318582,Frank Blue,2018,Drama,nm2561496,"['nm2561496', 'nm9241622', 'nm7432212', 'nm9241623', 'nm9241625']",6.7,26,nm2561496,JayTee Thompson
282709,tt5116302,Togo,2019,"Adventure,Biography,Drama",nm0179697,"['nm0000353', 'nm0629855', 'nm0382216', 'nm0233807', 'nm0234235']",7.9,57252,nm0179697,Ericson Core
275469,tt4378066,Cerca de tu casa,2016,"Drama,Musical",nm0181525,"['nm2645889', 'nm0654841', 'nm1293644', 'nm0608210', 'nm1073816']",6.1,358,nm0181525,Eduard Cortés
160678,tt0922402,After the Rain,2007,"Comedy,Drama",nm0898063,"['nm0004650', 'nm0679150', 'nm0309510', 'nm0618466', 'nm1359465']",6.8,36,nm0898063,Agustí Villaronga
162255,tt0976055,El salto de Christian,2007,Drama,nm0129387,"['nm0968570', 'nm1286628', 'nm2570006', 'nm2571689', 'nm0097845']",6.2,30,nm0129387,Eduardo Calcagno
346,tt0005557,The Italian,1915,Drama,nm0054977,"['nm0064819', 'nm0930290', 'nm0121706', 'nm0932381', 'nm0585605']",6.6,474,nm0054977,Reginald Barker
167588,tt10556136,Marry Me... Later,2020,"Comedy,Romance",nm1029791,"['nm6950229', 'nm4414476', 'nm2377658', 'nm0503488', 'nm5203978']",5.2,58,nm1029791,Bruno Grass
213305,tt1697920,Fly Away,2011,Drama,nm0342037,"['nm0110803', 'nm2413197', 'nm1356635', 'nm5120742', 'nm2709480']",6.3,376,nm0342037,Janet Grillo
135696,tt0371953,Almost Ordinary Story,2003,"Comedy,Romance",nm0677932,"['nm1083146', 'nm1303310', 'nm1292973', 'nm0691420', 'nm1300543']",5.5,299,nm0677932,Milos Petricic
655,tt0007547,Der Weg des Todes,1917,Drama,nm1720536,"['nm0138409', 'nm0212234', 'nm0891998', 'nm1759941', 'nm1440972']",7.0,11,nm1720536,Robert Reinert
22465,tt0047874,Salna pavasari,1955,Drama,"nm0035287,nm0500423","['nm0465963', 'nm0459340', 'nm1421178', 'nm1846726', 'nm0836243']",7.5,79,nm0035287,Pavel Armand
282401,tt5089740,Reel,2015,Horror,nm3972495,"['nm3520890', 'nm7633265', 'nm7633272', 'nm7435149', 'nm4062980']",5.1,164,nm3972495,Chris Good Goodwin
306868,tt7924042,Hot Knives,2018,Comedy,nm1771179,"['nm0135843', 'nm9908458', 'nm9908459', 'nm9908460', 'nm9908462']",7.5,15,nm1771179,Peter Monet
125595,tt0319384,Eunhaeseo on Byeolddong wangja je3tan: Eunha yeolcha,1988,"Action,Family,Sci-Fi",nm1106361,"['nm1181739', 'nm1181734']",6.6,15,nm1106361,Do-won Seok
85875,tt0169647,Busenfreunde 2 - Alles wird gut!,1998,Comedy,nm0074382,"['nm0509583', 'nm0633947', 'nm0714500', 'nm0405974', 'nm0844428']",3.6,17,nm0074382,Thomas Berger
204828,tt1539109,Accoltellati,2006,Drama,nm0207402,"['nm3671892', 'nm2001155', 'nm1997283', 'nm3672690', 'nm2002844']",6.3,10,nm0207402,Tonino De Bernardi
252783,tt2879102,The Golden Couple,2012,"Comedy,Romance",nm1044653,"['nm3170288', 'nm1063162', 'nm1846339', 'nm3172865', 'nm5650925']",6.6,20,nm1044653,Ah-Niu
254915,tt2962706,Road to Revolution,2014,"Documentary,Drama",nm3915677,['nm0133852'],7.1,18,nm3915677,Dânia Lucas
14,tt0001116,Ansigttyven II,1910,\N,nm0375839,"['nm0064953', 'nm0085066', 'nm0169878', 'nm0299757', 'nm0306604']",4.6,20,nm0375839,Gunnar Helsengreen
239502,tt2374914,You Deserve to Be Single,2010,"Comedy,Drama,Romance",nm5251505,"['nm0510948', 'nm3170288', 'nm0628747', 'nm2647419', 'nm4140373']",7.1,72,nm5251505,Cai Xin
311766,tt8704236,Sumergida,2019,"Drama,Thriller",nm9973932,"['nm3158020', 'nm9615511', 'nm7155472', 'nm1493623', 'nm1130147']",6.4,24,nm9973932,Andrés Finat
36269,tt0066882,The Change,1971,Drama,nm0430472,"['nm0094620', 'nm0423053', 'nm0575754', 'nm1001140', 'nm0028362']",6.6,45,nm0430472,Alfredo Joskowicz
122930,tt0308280,Friends,2001,"Action,Comedy,Drama",nm0796504,"['nm0897201', 'nm1421814', 'nm0437781', 'nm0222266', 'nm5131483']",7.9,5378,nm0796504,Siddique
91068,tt0185455,A Many Splintered Thing,1998,"Comedy,Drama",nm0365800,"['nm0203563', 'nm0570302', 'nm0038918', 'nm0874442', 'nm0411214']",7.0,25,nm0365800,Paul Harrison
255704,tt2998464,Once Upon a Time in Buenos Aires,2016,"Comedy,Fantasy,Romance","nm5047940,nm5046589","['nm4702337', 'nm0616284', 'nm2732015', 'nm0180515', 'nm1895507']",6.1,24,nm5047940,Diego Labat
94920,tt0197267,Bangkok - Ein Mädchen verschwindet,1999,Thriller,nm0639007,"['nm0633947', 'nm0475460', 'nm0266856', 'nm0586923', 'nm0857998']",6.6,19,nm0639007,Thorsten Näter
54555,tt0092757,Miracle Down Under,1987,"Drama,Family",nm0004305,"['nm0908914', 'nm0914113', 'nm0863968', 'nm0449652', 'nm0307739']",7.1,163,nm0004305,George Miller
242140,tt2460440,A Film About Kids and Music. Sant Andreu Jazz Band,2012,"Documentary,Music",nm5327902,"['nm15532961', 'nm4479347']",8.9,42,nm5327902,Ramon Tort
149867,tt0464132,New York Underground,2003,Documentary,nm2141317,['nm0348049'],9.6,15,nm2141317,Roger Ross Williams
123624,tt0311488,Los mantenidos,1980,Comedy,nm0272979,"['nm0411281', 'nm0603999', 'nm0176503', 'nm0209349', 'nm0612827']",5.0,9,nm0272979,Jaime Fernández
124867,tt0316477,Reflections,2002,"Crime,Thriller",nm0900251,"['nm0004248', 'nm0273383', 'nm0349427', 'nm0319850', 'nm0591942']",4.5,126,nm0900251,Miguel Ángel Vivas
191170,tt13611872,La última cena,2020,"Comedy,Drama","nm0013791,nm12132114","['nm0013791', 'nm0067724', 'nm0273380', 'nm7132091', 'nm1143768']",5.6,145,nm0013791,Toni Agustí
162936,tt0997143,Bled,2009,Horror,nm1312015,"['nm0267956', 'nm2160048', 'nm1763768', 'nm1310789', 'nm0646150']",2.8,1017,nm1312015,Christopher Hutson
197092,tt14388612,Gunfight at Rio Bravo,2023,"Action,Drama,Western",nm3097592,"['nm1323785', 'nm0344603', 'nm3097592', 'nm0400117', 'nm0912420']",4.1,2562,nm3097592,Joe Cornet
163931,tt10129694,Golnesa in Paris,1974,"Adventure,Comedy,Romance",nm0755788,"['nm2546411', 'nm0051536', 'nm2272335', 'nm1260651', 'nm2755346']",4.8,22,nm0755788,Reza Safai
159349,tt0874271,Elsewhere,2009,"Crime,Drama,Mystery",nm0394032,"['nm0447695', 'nm0340973', 'nm0713389', 'nm0913587', 'nm1546219']",5.3,3529,nm0394032,Nathan Hope
312990,tt8908164,Airport,1993,Drama,nm0430782,"['nm1706602', 'nm1181095', 'nm0310221', 'nm1126254', 'nm0621937']",6.5,25,nm0430782,Joshiy
300148,tt6980382,Songshoy,2007,"Action,Drama","nm7203910,nm11738033","['nm0149828', 'nm0159535', 'nm1398669', 'nm9045571', 'nm0784292']",6.6,8,nm7203910,Saibal Mitra
124001,tt0312998,Nati stanchi,2002,Comedy,nm0848536,"['nm1220697', 'nm1221522', 'nm1076066', 'nm1247951', 'nm0123309']",6.1,784,nm0848536,Dominick Tambasco
208413,tt1589484,Transit Prisoner,2008,"Adventure,Drama,Mystery",nm1245382,"['nm1432852', 'nm0252880', 'nm1193571', 'nm3779062', 'nm4207238']",6.5,1444,nm1245382,Sandra Nashaat
294537,tt6277254,Magellan et Mongeville,2016,Crime,nm0223463,"['nm0818686', 'nm0674735', 'nm1782174', 'nm0078605', 'nm5961766']",6.9,12,nm0223463,Étienne Dhaene
35405,tt0065652,Don Erre que erre,1970,Comedy,nm0844538,"['nm0554928', 'nm0695979', 'nm0755364', 'nm0739811', 'nm0087339']",5.5,345,nm0844538,José Luis Sáenz de Heredia
135145,tt0368976,Solo für Martina,1980,"Drama,Romance",nm0406110,"['nm1169801', 'nm0857932', 'nm0339498', 'nm0477999', 'nm0953601']",5.7,11,nm0406110,Achim Hübner
240279,tt2389704,Women Hell Song: Shakuhachi Benten,1970,"Crime,Drama",nm0913835,"['nm0784013', 'nm0851299', 'nm5265261', 'nm1001213', 'nm5257255']",5.4,224,nm0913835,Mamoru Watanabe
140523,tt0400798,Sasneham Sumithra,2004,"Drama,Mystery,Thriller",nm1334606,"['nm0329730', 'nm13515872', 'nm1388202', 'nm0018203', 'nm0756533']",5.4,81,nm1334606,Ambadi Krishnan
185329,tt1293627,Sarang Kuntilanak,2008,Horror,nm2551464,"['nm3138685', 'nm3138680', 'nm3137644', 'nm3138741', 'nm2714743']",3.8,28,nm2551464,Nayato Fio Nuala
100147,tt0216290,To Protect and Serve,2001,Comedy,nm0673531,"['nm0030515', 'nm0049134', 'nm0140880', 'nm0179182', 'nm0179228']",7.0,40,nm0673531,Joseph Perez
78555,tt0140312,Killing Time,1998,"Action,Crime,Thriller",nm0620576,"['nm0265492', 'nm0494846', 'nm0867972', 'nm0362384', 'nm0035843']",5.1,570,nm0620576,Bharat Nalluri
200406,tt14825736,The Waltons: Homecoming,2021,Drama,nm0002973,"['nm6026551', 'nm7711411', 'nm8390871', 'nm10104152', 'nm8153703']",5.1,590,nm0002973,Lev L. Spiro
228488,tt21053478,Travelin' Band: Creedence Clearwater Revival at the Royal Albert Hall,2022,"Documentary,Music",nm0806736,['nm0000313'],7.5,1317,nm0806736,Bob Smeaton
119888,tt0293316,Keshtye Noah,1968,"Crime,Drama",nm1031887,"['nm0281255', 'nm1159292', 'nm2505083', 'nm1180702', 'nm0286566']",5.8,10,nm1031887,Khosrow Parvizi
251381,tt2833924,Bad Nannies,2013,Comedy,nm4288972,"['nm4714067', 'nm5938575', 'nm5783922', 'nm5509330', 'nm5938574']",8.5,9,nm4288972,Jon Rosen
272372,tt4075276,Il bacio azzurro,2015,Drama,nm1760890,"['nm0320969', 'nm5916426', 'nm0813934', 'nm0513628', 'nm1304859']",3.2,16,nm1760890,Pino Tordiglione
293013,tt6131328,English Padam,2017,"Comedy,Crime",nm8495161,"['nm8495162', 'nm7993287', 'nm1682953', 'nm5409718']",1.8,50,nm8495161,Kumaresh Kumar
204390,tt15341416,Scarborn,2023,"Drama,History",nm4377587,"['nm5849568', 'nm0102765', 'nm4207146', 'nm0927240', 'nm1377449']",7.2,965,nm4377587,Pawel Maslona
180767,tt1230165,Rock On!!,2008,"Drama,Music",nm0438461,"['nm0992000', 'nm1027719', 'nm2219430', 'nm1327322', 'nm2278458']",7.7,23011,nm0438461,Abhishek Kapoor
126285,tt0322680,Maxima's Miracle,2003,Drama,nm0752244,"['nm0613284', 'nm1224701', 'nm0483576', 'nm0324458', 'nm0366645']",6.4,60,nm0752244,Paul Ruven
233919,tt2219894,Turning,2012,"Biography,Documentary,Music",nm1163149,['nm5133960'],7.0,87,nm1163149,Charles Atlas
126699,tt0324604,Yajû shisubeshi: fukushû no mekanikku,1974,"Crime,Drama",nm0837418,"['nm0297800', 'nm0585637', 'nm0546908', 'nm0475910', 'nm0464587']",7.2,19,nm0837418,Eizô Sugawa
52749,tt0090010,Shellgame,1985,"Action,Crime,Drama",nm0945146,"['nm0028319', 'nm0003843', 'nm0129514', 'nm0163925', 'nm0396355']",4.8,5,nm0945146,Peter Yalden-Thompson
271779,tt4023230,Sev Beni,1979,\N,nm0879697,"['nm0443221', 'nm1141223', 'nm0448664', 'nm5064147', 'nm0258904']",3.4,10,nm0879697,Yücel Uçanoglu
220503,tt1869458,Gwiazda Kopernika,2009,"Animation,Biography,Family","nm2359820,nm4383812","['nm0010611', 'nm0836136', 'nm1752088', 'nm0676127', 'nm0296389']",4.7,44,nm2359820,Zdzislaw Kudla
192864,tt13852990,Camping Trip,2021,"Crime,Drama,Thriller","nm2000740,nm0297654","['nm0297654', 'nm8505825', 'nm5252147', 'nm9468921', 'nm8050090']",3.1,37,nm2000740,Demian Fuica
140751,tt0402320,Kesanli Ali,1964,Drama,nm0657428,"['nm0785000', 'nm0462607', 'nm0348766', 'nm0948010', 'nm0657428']",6.4,9,nm0657428,Abdurrahman Palay
10482,tt0030464,Mother Carey's Chickens,1938,"Drama,Romance",nm0498174,"['nm0794297', 'nm0444528', 'nm0255199', 'nm0047810', 'nm0000974']",6.3,344,nm0498174,Rowland V. Lee
82609,tt0157626,Femmes de Paris,1953,"Comedy,Musical,Mystery",nm0004454,"['nm0800302', 'nm0041270', 'nm0350768', 'nm0449358', 'nm0518286']",5.9,50,nm0004454,Jean Boyer
286224,tt5474132,iGirl,2016,"Comedy,Romance",nm2800744,"['nm3012172', 'nm0155562', 'nm3807582', 'nm6682279', 'nm7854293']",5.1,99,nm2800744,Ka-Wai Kam
87590,tt0175507,Byagstvo v Ropotamo,1973,Musical,nm0904401,"['nm0548634', 'nm0850871', 'nm0436189', 'nm0467797', 'nm0464922']",6.6,27,nm0904401,Rangel Vulchanov
235599,tt2265273,P.E.,2012,Drama,nm1824192,"['nm1824192', 'nm1130756', 'nm4920458', 'nm1416172', 'nm4957680']",6.9,63,nm1824192,Pablo Cerda
106289,tt0243780,Bang bang al hoyo,1971,"Action,Comedy,Drama",nm0136552,"['nm0350051', 'nm0182114', 'nm0496115', 'nm0737751', 'nm0830153']",6.3,26,nm0136552,René Cardona Jr.
249937,tt27862054,Arcydzielo czyli dekalog producenta filmowego,2023,Comedy,nm0700269,"['nm2960413', 'nm0700269']",3.0,13,nm0700269,Mariusz Pujszo
230901,tt2150708,Le dindon,2012,\N,nm0613575,"['nm0071116', 'nm0075710', 'nm0108984', 'nm0133636', 'nm0154265']",6.8,7,nm0613575,Emmanuel Murat
80693,tt0150197,Coppia omicida,1998,Thriller,nm0289576,"['nm0100556', 'nm0214641', 'nm0603090', 'nm0771299', 'nm0470981']",4.6,97,nm0289576,Claudio Fragasso
161410,tt0947101,Wrong Number,2007,Romance,nm0405616,"['nm0531220', 'nm0277509', 'nm2537729']",6.4,10,nm0405616,Lewis Häusler
249807,tt2782232,Circus of the Dead,2014,"Action,Horror,Thriller",nm3985226,"['nm2454994', 'nm2090349', 'nm0752457', 'nm2399892', 'nm1736569']",5.0,686,nm3985226,Billy 'Bloody Bill' Pon
259624,tt3164774,Sniffer,2013,"Adventure,Comedy,Drama",nm0201949,"['nm1596350', 'nm2690647', 'nm3089359', 'nm7305760', 'nm1585543']",5.6,841,nm0201949,Buddhadev Dasgupta
311739,tt8697754,Laozi Went out of Hangu Pass,2014,History,nm9971488,['nm9971489'],7.0,8,nm9971488,Chengyun Ma
218693,tt18283384,Beloved,2022,Drama,nm5606710,"['nm13447634', 'nm5606900', 'nm9141107', 'nm8825077', 'nm2482690']",7.3,6,nm5606710,Bishrel Mashbat
61162,tt0102584,L'ombre,1992,Drama,nm0330848,"['nm0674742', 'nm0034079', 'nm0484727', 'nm0433564', 'nm0308041']",4.9,22,nm0330848,Claude Goretta
210320,tt1629319,La venganza de Ira Vamp,2010,Comedy,nm0844541,"['nm0951145', 'nm0273504', 'nm0419512', 'nm0131008', 'nm1633791']",3.7,108,nm0844541,Álvaro Sáenz de Heredia
144414,tt0426899,Anka Kusu,2007,Drama,nm0882747,"['nm1113889', 'nm2819114', 'nm1284943', 'nm1854825', 'nm0320876']",4.7,122,nm0882747,Mesut Uçakan
53314,tt0090922,Love Unto Waste,1986,"Drama,Mystery,Romance",nm0477102,"['nm0159291', 'nm0157805', 'nm0504897', 'nm0157797', 'nm0910709']",6.7,405,nm0477102,Stanley Kwan
69597,tt0116818,Landgang für Ringo,1996,"Crime,Drama",nm0065496,"['nm0034823', 'nm0299811', 'nm0960379', 'nm0107529', 'nm0831440']",6.1,23,nm0065496,Lars Becker
82382,tt0156843,Night of the Ghouls,1959,Horror,nm0000248,"['nm0242010', 'nm0601146', 'nm0426363', 'nm0361119', 'nm0139383']",3.6,2712,nm0000248,Edward D. Wood Jr.
49802,tt0085744,Jacob smitaren,1983,Drama,"nm0238966,nm0647498","['nm0014030', 'nm0018096', 'nm0259322', 'nm0291761', 'nm0418296']",3.6,11,nm0238966,Göran du Rées
143673,tt0422133,Cold Showers,2005,Drama,nm0179576,"['nm1698929', 'nm0836684', 'nm0859740', 'nm0959897', 'nm0623899']",6.0,2472,nm0179576,Antony Cordier
197875,tt14488200,Júpiter,2022,Drama,nm5842347,"['nm1279305', 'nm1076663', 'nm9624340', 'nm8084716', 'nm5828662']",6.2,62,nm5842347,Marco Abujamra
305490,tt7718114,FOMO: Fear of Missing Out,2019,Drama,nm4713570,"['nm10406811', 'nm9185638', 'nm10406812', 'nm10406813', 'nm10406814']",6.6,1385,nm4713570,Attila Hartung
15506,tt0037739,Days of Glory,1945,Documentary,"nm0211459,nm0004531,nm0656496,nm0899581","['nm0053260', 'nm4559112']",6.6,198,nm0211459,Giuseppe De Santis
105910,tt0242494,Grossalarm,1938,Crime,nm0414985,"['nm0333254', 'nm0459778', 'nm0141368', 'nm0905876', 'nm0290458']",7.0,14,nm0414985,Georg Jacoby
208936,tt1601792,Aa Naluguru,2004,Drama,nm2485654,"['nm0707399', 'nm0007404', 'nm2190556', 'nm15585716', 'nm15585718']",8.6,4096,nm2485654,Chandra Siddhartha
265496,tt3487902,Marathonios mias Imitelous Anoixis: Grigoris Labrakis,2014,Documentary,nm0361779,"['nm2780760', 'nm1380379', 'nm6240449', 'nm3195977', 'nm6240450']",7.4,11,nm0361779,Stelios Charalampopoulos
155459,tt0780627,This Joint Is Jumpin',2000,Documentary,nm2202743,"['nm0269463', 'nm9254811', 'nm0543278', 'nm0005410']",7.5,10,nm2202743,Mark Hall
251353,tt28333499,Psycho Ex,2024,Thriller,nm1714788,"['nm3760662', 'nm15029697', 'nm12999658', 'nm8482879', 'nm0000616']",4.4,430,nm1714788,Jared Cohn
109807,tt0256801,Heartstoppers: Horror at the Movies,1992,"Comedy,Documentary,Fantasy","nm0672824,nm0825796","['nm0001313', 'nm0440885', 'nm0005308']",6.9,68,nm0672824,Steve Purcell
148215,tt0452630,Hercules in Hollywood,2005,Comedy,"nm1940442,nm1941244","['nm1035716', 'nm0018234', 'nm1936363', 'nm0049134', 'nm1937520']",7.0,19,nm1940442,John Michael Ferrari
294407,tt6266772,The Mountain,2017,Drama,"nm7346322,nm7346277","['nm8646015', 'nm5182553', 'nm8646016', 'nm4562658', 'nm8646017']",6.9,8,nm7346322,Lindsy Avritch
33614,tt0063135,Inspector Clouseau,1968,"Comedy,Crime,Mystery",nm0005570,"['nm0000273', 'nm0277975', 'nm0090521', 'nm0287687', 'nm0137092']",4.8,3244,nm0005570,Bud Yorkin
123688,tt0311681,Protéa,1913,"Action,Thriller",nm0419327,"['nm0029029', 'nm0060659', 'nm1979952', 'nm0332182', 'nm0275494']",6.1,133,nm0419327,Victorin-Hippolyte Jasset
2874,tt0016624,El bandido de la sierra,1927,Drama,nm0273203,"['nm0037887', 'nm0037889', 'nm0130433', 'nm0207152', 'nm0225188']",5.7,8,nm0273203,Eusebio Fernández Ardavín
47673,tt0082685,Lovely But Deadly,1981,"Action,Drama,Thriller",nm0791007,"['nm0233222', 'nm0709907', 'nm0636893', 'nm0934798', 'nm0390233']",4.1,418,nm0791007,David Sheldon
307873,tt8070604,Thanu Nenu,2015,Comedy,nm6044568,"['nm2560181', 'nm3597669', 'nm9922590', 'nm1228800', 'nm9922589']",7.0,16,nm6044568,Ram Mohan P.
10491,tt0030479,My Bill,1938,"Drama,Romance",nm0268513,"['nm0290215', 'nm0335748', 'nm0514344', 'nm0521937', 'nm0429853']",6.8,487,nm0268513,John Farrow
26151,tt0052905,The Hound of the Baskervilles,1959,"Horror,Mystery",nm0279807,"['nm0001088', 'nm0603682', 'nm0000489', 'nm0484762', 'nm0654588']",6.9,12622,nm0279807,Terence Fisher
307711,tt8045396,A Costume for Nicholas,2020,Animation,nm5899857,"['nm2162529', 'nm8053562', 'nm1519980', 'nm7053597', 'nm6569401']",6.8,273,nm5899857,Eduardo Rivero
11302,tt0031685,Murder Will Out,1939,"Crime,Drama",nm0624756,"['nm0517058', 'nm0062746', 'nm0370144', 'nm0694403', 'nm0188493']",5.1,19,nm0624756,Roy William Neill
134707,tt0366908,Andrei Tarkovsky: A Poet in the Cinema,1984,Documentary,nm0046745,['nm0046745'],7.6,168,nm0046745,Donatella Baglivo
186769,tt13117984,At All Costs,2020,Documentary,nm4159248,"['nm11909657', 'nm11909659', 'nm11909661', 'nm11871444', 'nm7290589']",8.6,11,nm4159248,Daniel J. Clark
116509,tt0280473,Bernapas dalam Lumpur,1970,Drama,nm0432438,"['nm1512970', 'nm2667638', 'nm1796234', 'nm1515689', 'nm2508892']",7.4,277,nm0432438,Turino Junaidy
195373,tt1417054,The Odd One Out,2010,Drama,nm0863674,"['nm0649057', 'nm0616217', 'nm1714120', 'nm3410059', 'nm3409944']",6.6,133,nm0863674,Johan Timmers
82367,tt0156800,Mixed Blessings,1998,Comedy,nm0060091,"['nm0000961', 'nm0104312', 'nm0107763', 'nm0193409', 'nm0292082']",6.6,16,nm0060091,Nadine Bass
300408,tt7014582,Headless Ghost,1980,Horror,nm10616414,['nm0154083'],5.2,6,nm10616414,Vithit Utsahajit
298051,tt6704880,Girls of the Sun,2018,"Drama,War",nm0404067,"['nm0267042', 'nm0073384', 'nm4542799', 'nm10285938', 'nm10285939']",6.5,2868,nm0404067,Eva Husson
32670,tt0061797,The Madcap Island,1967,Animation,nm0944763,"['nm0620408', 'nm1011131', 'nm0023925', 'nm3925291', 'nm0297847']",6.3,12,nm0944763,Taiji Yabushita
76243,tt0133000,The Genius,1969,Comedy,nm0880151,"['nm0689996', 'nm0480554', 'nm0618331', 'nm0958904', 'nm0275588']",6.4,17,nm0880151,Stefan Uher
160916,tt0928395,Plogoff: Des pierres contre des fusils,1980,Documentary,nm1098161,"['nm1098161', 'nm0948558']",6.4,58,nm1098161,Nicole Le Garrec
175519,tt1155600,Wilfred Owen: A Remembrance Tale,2007,Documentary,nm0393776,"['nm1154650', 'nm0277525']",8.4,21,nm0393776,Louise Hooper
110690,tt0259730,His Master's Voice,2001,"Crime,Drama",nm0554880,"['nm0273464', 'nm0007711', 'nm0021835', 'nm0002181', 'nm0652792']",6.1,207,nm0554880,Emilio Martínez Lázaro
85013,tt0166409,Änkeman Jarl,1971,Comedy,nm0803689,"['nm0075108', 'nm0355343', 'nm0512572', 'nm0830665', 'nm0076772']",7.3,12,nm0803689,Per Sjöstrand
21380,tt0046254,The Royal African Rifles,1953,Adventure,nm0782947,"['nm0371775', 'nm0403667', 'nm0665327', 'nm0338664', 'nm0314065']",6.0,92,nm0782947,Lesley Selander
305787,tt7763882,Detroit: un rêve en ruines,2010,Documentary,"nm10325798,nm9494836",['nm10325798'],6.7,7,nm10325798,Alexandre Touchette
209299,tt1608503,Bis nichts mehr bleibt,2010,Drama,nm0825379,"['nm0090882', 'nm1625525', 'nm0475365', 'nm0927641', 'nm0902028']",6.9,667,nm0825379,Niki Stein
173679,tt1131743,Necrosis,2009,"Horror,Thriller",nm0827051,"['nm1645304', 'nm1169471', 'nm0862992', 'nm1715297', 'nm2184630']",3.1,1127,nm0827051,Jason Robert Stephens
32075,tt0060886,I tre del Colorado,1965,"Action,Adventure,Drama",nm0652261,"['nm0552328', 'nm0521224', 'nm0748204', 'nm0876121', 'nm0555961']",4.6,112,nm0652261,Amando de Ossorio
78357,tt0139661,Os Trapalhões no Rabo do Cometa,1986,"Animation,Comedy,Family",nm0763287,"['nm0032787', 'nm0763287', 'nm0615919', 'nm0951489', 'nm0890384']",4.9,239,nm0763287,Dedé Santana
36194,tt0066795,L'automne,1972,Drama,nm0360528,"['nm0003909', 'nm1094202']",7.3,96,nm0360528,Marcel Hanoun
164189,tt1016145,(I'm Living) A Charmed Life,2000,Comedy,"nm2629211,nm2632190","['nm2629239', 'nm2627651', 'nm2628534']",4.6,16,nm2629211,Betsy Carson
74739,tt0127291,The Snooks in the Limelight,1994,"Comedy,Family,Fantasy",nm0895350,"['nm0810506', 'nm0269208', 'nm0845310', 'nm0712513', 'nm0250809']",4.7,159,nm0895350,Jørgen Vestergaard
